code,name,prev_shares,curr_shares,delta,status
3665,貿聯-KY,2525848,2678848,153000,UP
2345,智邦,3034000,3154000,120000,UP
2327,國巨*,10703000,10803000,100000,UP
3017,奇鋐,2876000,2976000,100000,UP
2330,台積電,4405000,4485000,80000,UP
2368,金像電,5765000,5841000,76000,UP
2383,台光電,2427000,2497000,70000,UP
3653,健策,1328000,1378000,50000,UP
8046,南電,4656000,4706000,50000,UP
2308,台達電,4309000,4339000,30000,UP
2449,京元電子,7062000,7082000,20000,UP
3211,順達,1576000,1596000,20000,UP
3443,創意,245000,265000,20000,UP
6139,亞翔,1704000,1724000,20000,UP
6515,穎崴,248000,268000,20000,UP
8996,高力,315000,335000,20000,UP
6223,旺矽,1366000,1384000,18000,UP
3533,嘉澤,100000,115000,15000,UP
5274,信驊,255000,258000,3000,UP
1303,南亞,15336000,15337000,1000,UP
1319,東陽,1501000,1502000,1000,UP
1326,台化,8827000,8828000,1000,UP
1815,富喬,2000,3000,1000,UP
2002,中鋼,4926000,4927000,1000,UP
2313,華通,4000,5000,1000,UP
2357,華碩,5000,6000,1000,UP
2404,漢唐,573000,574000,1000,UP
2408,南亞科,1305000,1306000,1000,UP
2439,美律,5000,6000,1000,UP
2454,聯發科,486000,487000,1000,UP
3008,大立光,7000,8000,1000,UP
3045,台灣大,5000,6000,1000,UP
3217,優群,355000,356000,1000,UP
3264,欣銓,1789000,1790000,1000,UP
3324,雙鴻,158000,159000,1000,UP
3376,新日興,1425000,1426000,1000,UP
3583,辛耘,5000,6000,1000,UP
3661,世芯-KY,530000,531000,1000,UP
3711,日月光投控,4258000,4259000,1000,UP
4979,華星光,1036000,1037000,1000,UP
5347,世界,3848000,3849000,1000,UP
5536,聖暉*,4000,5000,1000,UP
6191,精成科,3399000,3400000,1000,UP
6274,台燿,844000,845000,1000,UP
6488,環球晶,1700000,1701000,1000,UP
6510,精測,590000,591000,1000,UP
6669,緯穎,73000,74000,1000,UP
8210,勤誠,1621000,1622000,1000,UP
8358,金居,1864000,1865000,1000,UP
1802,台玻,3885000,0,-3885000,OUT
3037,欣興,7410000,7410000,0,SAME
3189,景碩,2657000,2657000,0,SAME
6805,富世達,682000,682000,0,SAME
