code,name,prev_shares,curr_shares,delta,status
4966,譜瑞-KY,0,370000,370000,NEW
2303,聯電,29889000,30837000,948000,UP
2330,台積電,8218000,9113000,895000,UP
2449,京元電子,10180000,10503000,323000,UP
8046,南電,8972000,9256000,284000,UP
3711,日月光投控,7419000,7654000,235000,UP
2383,台光電,3681000,3904000,223000,UP
2317,鴻海,6715000,6927000,212000,UP
2308,台達電,5839000,6024000,185000,UP
2345,智邦,4902000,5057000,155000,UP
3264,欣銓,4745000,4896000,151000,UP
3665,貿聯-KY,3812848,3933848,121000,UP
6191,精成科,3865000,3985000,120000,UP
3017,奇鋐,3727000,3845000,118000,UP
2454,聯發科,3194000,3295000,101000,UP
3189,景碩,2862000,2952000,90000,UP
5439,高技,2791000,2880000,89000,UP
3653,健策,2198000,2267000,69000,UP
6223,旺矽,1720000,1774000,54000,UP
6805,富世達,1646000,1698000,52000,UP
2404,漢唐,1058000,1091000,33000,UP
8210,勤誠,1019000,1051000,32000,UP
6669,緯穎,923000,952000,29000,UP
3661,世芯-KY,673000,694000,21000,UP
6515,穎崴,357000,368000,11000,UP
7769,鴻勁,95000,97000,2000,UP
3583,辛耘,527000,57000,-470000,DOWN
6488,環球晶,949000,332000,-617000,DOWN
4979,華星光,1037000,1000,-1036000,DOWN
3211,順達,3880000,916000,-2964000,DOWN
1303,南亞,8015000,1373000,-6642000,DOWN
3008,大立光,15000,0,-15000,OUT
6187,萬潤,461000,0,-461000,OUT
1319,東陽,508000,508000,0,SAME
1815,富喬,107000,107000,0,SAME
2002,中鋼,5160000,5160000,0,SAME
2313,華通,764000,764000,0,SAME
2327,國巨*,14288000,14288000,0,SAME
2357,華碩,15000,15000,0,SAME
2368,金像電,7389000,7389000,0,SAME
2439,美律,15000,15000,0,SAME
2481,強茂,3651000,3651000,0,SAME
3037,欣興,9287000,9287000,0,SAME
3217,優群,780000,780000,0,SAME
3324,雙鴻,170000,170000,0,SAME
3376,新日興,1561000,1561000,0,SAME
3443,創意,271000,271000,0,SAME
5274,信驊,351000,351000,0,SAME
5347,世界,61000,61000,0,SAME
6147,頎邦,7884000,7884000,0,SAME
6274,台燿,3019000,3019000,0,SAME
6415,矽力*-KY,660000,660000,0,SAME
6510,精測,781000,781000,0,SAME
8358,金居,5558000,5558000,0,SAME
8996,高力,535000,535000,0,SAME
