code,name,shares
1303,南亞,19643000
2327,國巨*,10883000
1326,台化,9000000
3037,欣興,7410000
2449,京元電子,7332000
3711,日月光投控,6059000
8046,南電,6057000
2368,金像電,5931000
5347,世界,5720000
2330,台積電,5023000
2002,中鋼,4928000
2308,台達電,4369000
3211,順達,3999000
2345,智邦,3436000
6191,精成科,3401000
3017,奇鋐,2976000
3665,貿聯-KY,2898848
3189,景碩,2657000
2383,台光電,2636000
8358,金居,1895000
3264,欣銓,1890000
6488,環球晶,1702000
6139,亞翔,1526000
1319,東陽,1503000
3653,健策,1478000
3376,新日興,1427000
6223,旺矽,1404000
2408,南亞科,1307000
8210,勤誠,1240000
4979,華星光,1037000
6274,台燿,925000
6805,富世達,782000
6510,精測,603000
2404,漢唐,575000
2454,聯發科,488000
8996,高力,485000
6187,萬潤,388000
3217,優群,357000
5274,信驊,288000
3661,世芯-KY,274000
6515,穎崴,268000
3443,創意,266000
3324,雙鴻,160000
6669,緯穎,75000
3008,大立光,9000
2439,美律,7000
2357,華碩,7000
3583,辛耘,7000
3045,台灣大,7000
2313,華通,6000
1815,富喬,4000
