code,name,prev_shares,curr_shares,delta,status
6415,矽力*-KY,0,630000,630000,NEW
2330,台積電,7131000,8068000,937000,UP
2454,聯發科,1948000,2674000,726000,UP
2313,華通,114000,714000,600000,UP
2308,台達電,5317000,5819000,502000,UP
2345,智邦,4431000,4840000,409000,UP
3661,世芯-KY,350000,665000,315000,UP
2303,聯電,29205000,29505000,300000,UP
8046,南電,8609000,8852000,243000,UP
2383,台光電,3138000,3358000,220000,UP
6669,緯穎,582000,794000,212000,UP
3711,日月光投控,7167000,7369000,202000,UP
2449,京元電子,9930000,10050000,120000,UP
3017,奇鋐,3547000,3667000,120000,UP
2327,國巨*,14138000,14238000,100000,UP
5439,高技,2656000,2756000,100000,UP
3665,貿聯-KY,3612848,3692848,80000,UP
6510,精測,711000,781000,70000,UP
3653,健策,2108000,2168000,60000,UP
6805,富世達,1536000,1596000,60000,UP
3217,優群,580000,630000,50000,UP
6191,精成科,3814000,3864000,50000,UP
6223,旺矽,1648000,1698000,50000,UP
8358,金居,5508000,5558000,50000,UP
6488,環球晶,923000,948000,25000,UP
6187,萬潤,436000,456000,20000,UP
6515,穎崴,344000,353000,9000,UP
1303,南亞,8013000,8014000,1000,UP
1319,東陽,506000,507000,1000,UP
2002,中鋼,5158000,5159000,1000,UP
2357,華碩,13000,14000,1000,UP
2404,漢唐,1056000,1057000,1000,UP
2439,美律,13000,14000,1000,UP
2481,強茂,3649000,3650000,1000,UP
3008,大立光,13000,14000,1000,UP
3211,順達,3859000,3860000,1000,UP
3324,雙鴻,168000,169000,1000,UP
5347,世界,10000,11000,1000,UP
8210,勤誠,1005000,1006000,1000,UP
3045,台灣大,13000,0,-13000,OUT
1815,富喬,106000,106000,0,SAME
2368,金像電,7389000,7389000,0,SAME
3037,欣興,9287000,9287000,0,SAME
3189,景碩,2826000,2826000,0,SAME
3264,欣銓,4715000,4715000,0,SAME
3376,新日興,1560000,1560000,0,SAME
3443,創意,271000,271000,0,SAME
3583,辛耘,527000,527000,0,SAME
4979,華星光,1037000,1037000,0,SAME
5274,信驊,351000,351000,0,SAME
6147,頎邦,7884000,7884000,0,SAME
6274,台燿,3019000,3019000,0,SAME
7769,鴻勁,94000,94000,0,SAME
8996,高力,535000,535000,0,SAME
