code,name,prev_shares,curr_shares,delta,status
2317,鴻海,0,6715000,6715000,NEW
2454,聯發科,2674000,3194000,520000,UP
2303,聯電,29505000,29889000,384000,UP
2383,台光電,3358000,3681000,323000,UP
2330,台積電,8068000,8218000,150000,UP
3217,優群,630000,780000,150000,UP
2449,京元電子,10050000,10180000,130000,UP
6669,緯穎,794000,923000,129000,UP
3665,貿聯-KY,3692848,3812848,120000,UP
8046,南電,8852000,8972000,120000,UP
2345,智邦,4840000,4902000,62000,UP
3017,奇鋐,3667000,3727000,60000,UP
2313,華通,714000,764000,50000,UP
2327,國巨*,14238000,14288000,50000,UP
3711,日月光投控,7369000,7419000,50000,UP
5347,世界,11000,61000,50000,UP
6805,富世達,1596000,1646000,50000,UP
3189,景碩,2826000,2862000,36000,UP
5439,高技,2756000,2791000,35000,UP
3264,欣銓,4715000,4745000,30000,UP
3653,健策,2168000,2198000,30000,UP
6415,矽力*-KY,630000,660000,30000,UP
6223,旺矽,1698000,1720000,22000,UP
2308,台達電,5819000,5839000,20000,UP
3211,順達,3860000,3880000,20000,UP
8210,勤誠,1006000,1019000,13000,UP
3661,世芯-KY,665000,673000,8000,UP
6187,萬潤,456000,461000,5000,UP
6515,穎崴,353000,357000,4000,UP
1303,南亞,8014000,8015000,1000,UP
1319,東陽,507000,508000,1000,UP
1815,富喬,106000,107000,1000,UP
2002,中鋼,5159000,5160000,1000,UP
2357,華碩,14000,15000,1000,UP
2404,漢唐,1057000,1058000,1000,UP
2439,美律,14000,15000,1000,UP
2481,強茂,3650000,3651000,1000,UP
3008,大立光,14000,15000,1000,UP
3324,雙鴻,169000,170000,1000,UP
3376,新日興,1560000,1561000,1000,UP
6191,精成科,3864000,3865000,1000,UP
6488,環球晶,948000,949000,1000,UP
7769,鴻勁,94000,95000,1000,UP
2368,金像電,7389000,7389000,0,SAME
3037,欣興,9287000,9287000,0,SAME
3443,創意,271000,271000,0,SAME
3583,辛耘,527000,527000,0,SAME
4979,華星光,1037000,1037000,0,SAME
5274,信驊,351000,351000,0,SAME
6147,頎邦,7884000,7884000,0,SAME
6274,台燿,3019000,3019000,0,SAME
6510,精測,781000,781000,0,SAME
8358,金居,5558000,5558000,0,SAME
8996,高力,535000,535000,0,SAME
