code,name,prev_shares,curr_shares,delta,status
2303,聯電,0,28030000,28030000,NEW
7769,鴻勁,0,91000,91000,NEW
5439,高技,1756000,2156000,400000,UP
2308,台達電,4711000,5103000,392000,UP
2454,聯發科,1540000,1870000,330000,UP
2330,台積電,6256000,6556000,300000,UP
3264,欣銓,3055000,3355000,300000,UP
2345,智邦,3963000,4253000,290000,UP
8046,南電,8389000,8609000,220000,UP
3711,日月光投控,6679000,6879000,200000,UP
2404,漢唐,821000,1014000,193000,UP
2327,國巨*,13418000,13568000,150000,UP
6191,精成科,3664000,3814000,150000,UP
6669,緯穎,199000,349000,150000,UP
3665,貿聯-KY,3332848,3467848,135000,UP
3017,奇鋐,3272000,3405000,133000,UP
2368,金像電,6971000,7091000,120000,UP
3653,健策,1906000,1986000,80000,UP
3661,世芯-KY,256000,336000,80000,UP
6805,富世達,1404000,1474000,70000,UP
6223,旺矽,1521000,1582000,61000,UP
2313,華通,60000,110000,50000,UP
2449,京元電子,9479000,9529000,50000,UP
6510,精測,633000,683000,50000,UP
6187,萬潤,396000,419000,23000,UP
6515,穎崴,311000,331000,20000,UP
1319,東陽,504000,505000,1000,UP
2002,中鋼,5156000,5157000,1000,UP
2357,華碩,11000,12000,1000,UP
2439,美律,11000,12000,1000,UP
3008,大立光,12000,13000,1000,UP
3045,台灣大,11000,12000,1000,UP
3189,景碩,2825000,2826000,1000,UP
3211,順達,3702000,3703000,1000,UP
3217,優群,556000,557000,1000,UP
3324,雙鴻,166000,167000,1000,UP
3376,新日興,1497000,1498000,1000,UP
5274,信驊,350000,351000,1000,UP
8210,勤誠,964000,965000,1000,UP
6488,環球晶,1465000,886000,-579000,DOWN
1303,南亞,16352000,8012000,-8340000,DOWN
1815,富喬,106000,106000,0,SAME
2383,台光電,3012000,3012000,0,SAME
2481,強茂,3648000,3648000,0,SAME
3037,欣興,9287000,9287000,0,SAME
3443,創意,271000,271000,0,SAME
3583,辛耘,527000,527000,0,SAME
4979,華星光,1037000,1037000,0,SAME
5347,世界,10000,10000,0,SAME
6147,頎邦,7884000,7884000,0,SAME
6274,台燿,3019000,3019000,0,SAME
8358,金居,5508000,5508000,0,SAME
8996,高力,535000,535000,0,SAME
